0,0,0,0,0,0,0,0,0,0,125.125885
0,0,0,1,0,0,1,0,0,1,56358.531250
0,0,0,2,0,0,2,0,0,2,19330.423828
0,0,0,3,0,0,3,0,0,3,80874.046875
0,0,0,4,0,0,4,0,0,4,58500.933594
0,0,0,5,0,0,5,0,0,5,47987.300781
0,0,0,6,0,0,6,0,0,6,35029.148438
0,0,0,7,0,0,7,0,0,7,89596.242188
0,0,0,8,0,0,8,0,0,8,82284.000000
0,0,0,9,0,0,9,0,0,9,74660.476563
0,0,0,0,1,0,0,1,0,10,17410.810547
0,0,0,1,1,0,1,1,0,11,85894.351563
0,0,0,2,1,0,2,1,0,12,71050.140625
0,0,0,3,1,0,3,1,0,13,51353.496094
0,0,0,4,1,0,4,1,0,14,30399.488281
0,0,0,5,1,0,5,1,0,15,1498.458740
0,0,0,6,1,0,6,1,0,16,9140.292969
0,0,0,7,1,0,7,1,0,17,36445.203125
0,0,0,8,1,0,8,1,0,18,14731.285156
0,0,0,9,1,0,9,1,0,19,16589.861328
0,0,0,0,2,0,0,2,0,20,98852.500000
0,0,0,1,2,0,1,2,0,21,44569.230469
0,0,0,2,2,0,2,2,0,22,11908.323242
0,0,0,3,2,0,3,2,0,23,466.933197
0,0,0,4,2,0,4,2,0,24,891.140442
0,0,0,5,2,0,5,2,0,25,37788.019531
0,0,0,6,2,0,6,2,0,26,53166.296875
0,0,0,7,2,0,7,2,0,27,57118.437500
0,0,0,8,2,0,8,2,0,28,60176.398438
0,0,0,9,2,0,9,2,0,29,60716.578125
0,0,0,0,3,0,0,3,0,30,16623.431641
0,0,0,1,3,0,1,3,0,31,66304.507813
0,0,0,2,3,0,2,3,0,32,45078.890625
0,0,0,3,3,0,3,3,0,33,35212.257813
0,0,0,4,3,0,4,3,0,34,5703.909180
0,0,0,5,3,0,5,3,0,35,60768.457031
0,0,0,6,3,0,6,3,0,36,78331.859375
0,0,0,7,3,0,7,3,0,37,80260.625000
0,0,0,8,3,0,8,3,0,38,51988.281250
0,0,0,9,3,0,9,3,0,39,30195.013672
0,0,0,0,4,0,0,4,0,40,87597.281250
0,0,0,1,4,0,1,4,0,41,72667.617188
